Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude,Response Time Difference,Within Estimated Time,Time to Resolution (Days),Time to Resolution (Days,Estimated Time to Resolve (Minutes),Estimated Time to Resolve (Days)
Resolved,1103,Medium,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-01-13 12:58:56,2023-01-14 12:58:56,2023-01-13 13:00:56,2023-01-13 12:59:39.585,Within SLA,2023-01-13 13:19:55.416,Within SLA,9.0,No Feedback,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039,-1.2735833333333335,True,0.0,0.0,1440.0,1.0
Closed,1104,Low,Email,Feature request,1st line support,Connor Danielovitch,2023-01-13 13:30:46,2023-01-15 13:30:46,2023-01-13 14:30:46,2023-01-13 13:37:07.145,Within SLA,2023-01-15 09:50:56.668,Within SLA,3.0,Excellent,Other,Tier 1,Italy,43.036776,12.678565,-53.64758333333334,True,1.8,1.8,2880.0,2.0
Closed,1105,Low,Chat,Feature request,1st line support,Kristos Westoll,2023-01-13 06:47:37,2023-01-14 06:47:37,2023-01-13 06:49:37,2023-01-13 06:49:35.630,Within SLA,2023-01-13 09:11:25.357,Within SLA,7.0,Average,Other,Tier 1,Italy,43.036776,12.678565,-0.022833333333333334,True,0.1,0.1,1440.0,1.0
In progress,1106,Low,Chat,Other,1st line support,Connor Danielovitch,2023-01-13 23:18:45,2023-01-14 23:18:45,2023-01-13 23:20:45,2023-01-13 23:20:43.777,Within SLA,0,SLA Violated,3.0,No Feedback,Custom software development,Tier 1,Germany,51.165691,10.451526,-0.020383333333333333,True,,-1.0,1440.0,1.0
Closed,1107,Low,Email,Bug report,2nd line support,Michele Whyatt,2023-01-13 11:19:44,2023-01-15 11:19:44,2023-01-13 12:19:44,2023-01-13 11:34:07.762,Within SLA,2023-01-15 08:05:24.543,Within SLA,1.0,Excellent,Ready to use Software,Tier 2,Republic of Ireland,53.094024,-8.019675,-45.603966666666665,True,1.9,1.9,2880.0,2.0
Closed,1108,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-01-13 02:10:18,2023-01-15 02:10:18,2023-01-13 03:10:18,2023-01-13 03:28:05.346,SLA Violated,2023-01-14 05:07:24.366,Within SLA,4.0,Good,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126,17.7891,False,1.1,1.1,2880.0,2.0
Closed,1109,High,Chat,Product setup,1st line support,Nicola Wane,2023-01-13 13:38:30,2023-01-14 13:38:30,2023-01-13 13:40:30,2023-01-13 13:38:53.827,Within SLA,2023-01-13 15:29:46.710,Within SLA,3.0,Average,Training and Consulting Services,Tier 1,France,48.864716,2.349014,-1.6028833333333334,True,0.1,0.1,1440.0,1.0
Closed,1110,High,Email,Product setup,2nd line support,Adolpho Messingham,2023-01-13 21:32:08,2023-01-15 21:32:08,2023-01-13 22:32:08,2023-01-13 22:27:03.346,Within SLA,2023-01-15 14:06:02.184,Within SLA,8.0,Poor,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973,-5.077566666666667,True,1.7,1.7,2880.0,2.0
In progress,1111,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-01-13 02:49:26,2023-01-14 02:49:26,2023-01-13 02:51:26,2023-01-13 02:52:27.993,SLA Violated,0,SLA Violated,9.0,No Feedback,Ready to use Software,Tier 1,Spain,39.67337,-4.767726,1.0332166666666667,False,,-1.0,1440.0,1.0
In progress,1112,Low,Phone,Pricing and licensing,1st line support,Bernard Beckley,2023-01-13 02:22:58,2023-01-15 02:22:58,2023-01-13 02:24:58,2023-01-13 02:23:44.111,Within SLA,0,SLA Violated,2.0,No Feedback,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675,-1.2314833333333333,True,,-1.0,2880.0,2.0
Resolved,1113,Low,Chat,Product setup,1st line support,Bernard Beckley,2023-01-13 01:46:37,2023-01-14 01:46:37,2023-01-13 01:48:37,2023-01-13 01:46:51.422,Within SLA,2023-01-17 07:29:51.862,SLA Violated,6.0,No Feedback,Custom software development,Tier 1,Germany,51.165691,10.451526,-1.7596333333333334,True,4.2,4.2,1440.0,1.0
Closed,1114,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-01-13 07:20:20,2023-01-15 07:20:20,2023-01-13 08:20:20,2023-01-13 08:01:51.843,Within SLA,2023-01-15 06:43:44.003,Within SLA,10.0,Excellent,Other,Tier 1,Poland,52.536273,19.050639,-18.469283333333333,True,2.0,2.0,2880.0,2.0
Resolved,1115,Low,Chat,Pricing and licensing,1st line support,Sheela Cutten,2023-01-13 23:22:08,2023-01-14 23:22:08,2023-01-13 23:24:08,2023-01-13 23:22:16.070,Within SLA,2023-01-14 05:14:59.328,Within SLA,3.0,No Feedback,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-1.8655000000000002,True,0.2,0.2,1440.0,1.0
Resolved,1116,Medium,Phone,Pricing and licensing,1st line support,Nicola Wane,2023-01-14 22:53:23,2023-01-16 22:53:23,2023-01-14 22:55:23,2023-01-14 22:54:39.449,Within SLA,2023-01-16 03:46:00.748,Within SLA,7.0,No Feedback,Training and Consulting Services,Tier 1,United Kingdom,55.378052,-3.435973,-0.72585,True,1.2,1.2,2880.0,2.0
Closed,1126,Medium,Phone,Pricing and licensing,1st line support,Kristos Westoll,2023-01-15 13:10:36,2023-01-17 13:10:36,2023-01-15 13:12:36,2023-01-15 13:11:21.853,Within SLA,2023-01-19 09:22:43.893,SLA Violated,3.0,Very Poor,Custom software development,Tier 1,United Kingdom,55.378052,-3.435973,-1.2357833333333335,True,3.8,3.8,2880.0,2.0
Resolved,1127,High,Email,Product setup,1st line support,Bernard Beckley,2023-01-15 06:08:54,2023-01-17 06:08:54,2023-01-15 07:08:54,2023-01-15 06:47:30.075,Within SLA,2023-01-15 07:23:23.466,Within SLA,2.0,No Feedback,Other,Tier 1,Czech Republic,49.8037633,15.4749126,-21.39875,True,0.1,0.1,2880.0,2.0
Closed,1128,Low,Email,Other,1st line support,Bernard Beckley,2023-01-15 10:11:34,2023-01-17 10:11:34,2023-01-15 11:11:34,2023-01-15 11:03:47.800,Within SLA,2023-01-17 07:11:51.202,Within SLA,4.0,Average,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-7.77,True,1.9,1.9,2880.0,2.0
Closed,1129,High,Phone,Pricing and licensing,1st line support,Kristos Westoll,2023-01-15 02:01:36,2023-01-17 02:01:36,2023-01-15 02:03:36,2023-01-15 02:02:21.163,Within SLA,2023-01-16 14:49:44.737,Within SLA,2.0,Excellent,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106,-1.2472833333333333,True,1.5,1.5,2880.0,2.0
In progress,1130,Medium,Chat,Product setup,1st line support,Connor Danielovitch,2023-01-16 05:12:59,2023-01-17 05:12:59,2023-01-16 05:14:59,2023-01-16 05:14:35.188,Within SLA,0,SLA Violated,6.0,No Feedback,Ready to use Software,Tier 1,Spain,39.67337,-4.767726,-0.3968666666666667,True,,-1.0,1440.0,1.0
Closed,1131,Low,Email,Product setup,1st line support,Sheela Cutten,2023-01-16 20:38:34,2023-01-18 20:38:34,2023-01-16 21:38:34,2023-01-16 21:35:38.891,Within SLA,2023-01-16 22:40:38.689,Within SLA,1.0,Excellent,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126,-2.9184833333333335,True,0.1,0.1,2880.0,2.0
Closed,1132,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-01-16 15:44:20,2023-01-18 15:44:20,2023-01-16 16:44:20,2023-01-16 16:39:29.422,Within SLA,2023-01-17 12:05:13.440,Within SLA,9.0,Average,Training and Consulting Services,Tier 1,Austria,47.6964719,13.3457347,-4.842966666666666,True,0.8,0.8,2880.0,2.0
Resolved,1133,High,Chat,Product setup,1st line support,Bernard Beckley,2023-01-16 19:19:41,2023-01-17 19:19:41,2023-01-16 19:21:41,2023-01-16 19:19:48.613,Within SLA,2023-01-17 12:08:15.116,Within SLA,3.0,No Feedback,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039,-1.8731166666666668,True,0.7,0.7,1440.0,1.0
Closed,1134,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-01-16 12:50:35,2023-01-17 12:50:35,2023-01-16 12:52:35,2023-01-16 12:51:00.245,Within SLA,2023-01-16 17:37:43.459,Within SLA,60.0,Excellent,Custom software development,Tier 1,Spain,39.67337,-4.767726,-1.5792499999999998,True,0.2,0.2,1440.0,1.0
Resolved,1135,Low,Phone,Bug report,2nd line support,Adolpho Messingham,2023-01-16 14:37:40,2023-01-18 14:37:40,2023-01-16 14:39:40,2023-01-16 14:40:46.740,SLA Violated,2023-01-16 19:04:13.525,Within SLA,1.0,No Feedback,Training and Consulting Services,Tier 2,Poland,52.536273,19.050639,1.1123333333333332,False,0.2,0.2,2880.0,2.0
Resolved,1136,Low,Email,Bug report,1st line support,Sheela Cutten,2023-01-16 15:35:28,2023-01-18 15:35:28,2023-01-16 16:35:28,2023-01-16 16:08:01.741,Within SLA,2023-01-17 11:41:21.821,Within SLA,10.0,No Feedback,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-27.43765,True,0.8,0.8,2880.0,2.0
Resolved,1137,Low,Email,Feature request,1st line support,Kristos Westoll,2023-01-16 07:57:01,2023-01-18 07:57:01,2023-01-16 08:57:01,2023-01-16 08:11:48.199,Within SLA,2023-01-18 02:08:31.725,Within SLA,1.0,No Feedback,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-45.21335,True,1.8,1.8,2880.0,2.0
Resolved,1138,Low,Email,Product setup,2nd line support,Heather Urry,2023-01-17 01:30:29,2023-01-19 01:30:29,2023-01-17 02:30:29,2023-01-17 08:53:20.063,SLA Violated,2023-01-18 08:04:50.081,Within SLA,1.0,No Feedback,Ready to use Software,Tier 2,Spain,39.67337,-4.767726,382.85105,False,1.3,1.3,2880.0,2.0
Closed,1139,Low,Chat,Feature request,1st line support,Nicola Wane,2023-01-17 11:23:12,2023-01-18 11:23:12,2023-01-17 11:25:12,2023-01-17 11:27:11.195,SLA Violated,2023-01-17 23:26:57.206,Within SLA,6.0,Very Poor,Custom software development,Tier 1,Italy,43.036776,12.678565,1.9865833333333331,False,0.5,0.5,1440.0,1.0
Resolved,1140,Low,Chat,Purchasing and invoicing,1st line support,Connor Danielovitch,2023-01-17 14:03:25,2023-01-18 14:03:25,2023-01-17 14:05:25,2023-01-17 14:03:47.237,Within SLA,2023-01-23 08:16:16.959,SLA Violated,6.0,No Feedback,Training and Consulting Services,Tier 1,Greece,39.368279,21.863141,-1.6293833333333334,True,5.8,5.8,1440.0,1.0
Resolved,1141,Low,Chat,Other,1st line support,Nicola Wane,2023-01-17 00:04:06,2023-01-18 00:04:06,2023-01-17 00:06:06,2023-01-17 00:04:29.168,Within SLA,2023-01-18 05:24:11.228,SLA Violated,3.0,No Feedback,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-1.6138666666666666,True,1.2,1.2,1440.0,1.0
Closed,1142,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-01-17 16:42:23,2023-01-19 16:42:23,2023-01-17 17:42:23,2023-01-17 17:00:19.226,Within SLA,2023-01-18 19:31:50.145,Within SLA,5.0,Very Poor,Ready to use Software,Tier 1,Greece,39.368279,21.863141,-42.0629,True,1.1,1.1,2880.0,2.0
Resolved,1143,Low,Email,Other,2nd line support,Adolpho Messingham,2023-01-17 23:31:47,2023-01-19 23:31:47,2023-01-18 00:31:47,2023-01-18 00:19:54.993,Within SLA,2023-01-18 01:20:43.055,Within SLA,2.0,No Feedback,Training and Consulting Services,Tier 2,Republic of Ireland,53.094024,-8.019675,-11.866783333333332,True,0.1,0.1,2880.0,2.0
Closed,1144,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-01-17 23:24:52,2023-01-19 23:24:52,2023-01-18 00:24:52,2023-01-18 00:24:44.867,Within SLA,2023-01-18 18:49:55.204,Within SLA,9.0,Good,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675,-0.11888333333333333,True,0.8,0.8,2880.0,2.0
Resolved,1145,Medium,Email,Product setup,1st line support,Nicola Wane,2023-01-17 15:52:09,2023-01-19 15:52:09,2023-01-17 16:52:09,2023-01-17 16:29:17.433,Within SLA,2023-01-18 11:55:59.080,Within SLA,1.0,No Feedback,Ready to use Software,Tier 1,France,48.864716,2.349014,-22.85945,True,0.8,0.8,2880.0,2.0
Closed,1146,Low,Email,Pricing and licensing,2nd line support,Adolpho Messingham,2023-01-18 02:02:20,2023-01-20 02:02:20,2023-01-18 03:02:20,2023-01-18 02:41:38.030,Within SLA,2023-01-19 07:13:39.355,Within SLA,8.0,Average,Ready to use Software,Tier 2,Italy,43.036776,12.678565,-20.6995,True,1.2,1.2,2880.0,2.0
Closed,1147,Low,Email,Product setup,1st line support,Sheela Cutten,2023-01-18 10:59:28,2023-01-20 10:59:28,2023-01-18 11:59:28,2023-01-18 17:43:11.429,SLA Violated,2023-01-19 23:48:34.087,Within SLA,1.0,Average,Custom software development,Tier 1,Germany,51.165691,10.451526,343.72381666666666,False,1.5,1.5,2880.0,2.0
Closed,1148,Low,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-01-18 08:59:26,2023-01-20 08:59:26,2023-01-18 09:59:26,2023-01-18 09:18:42.754,Within SLA,2023-01-19 04:42:49.548,Within SLA,4.0,Average,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-40.72076666666667,True,0.8,0.8,2880.0,2.0
In progress,1149,Low,Phone,Feature request,1st line support,Sheela Cutten,2023-01-18 02:50:49,2023-01-20 02:50:49,2023-01-18 02:52:49,2023-01-18 02:52:09.033,Within SLA,0,SLA Violated,1.0,No Feedback,Custom software development,Tier 1,Italy,43.036776,12.678565,-0.6661166666666667,True,,-1.0,2880.0,2.0
Closed,1150,Low,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-01-18 03:19:26,2023-01-20 03:19:26,2023-01-18 04:19:26,2023-01-18 03:37:53.083,Within SLA,2023-01-19 20:11:34.763,Within SLA,3.0,Very Poor,Other,Tier 1,Slovenia,46.1491664,14.9860106,-41.54861666666667,True,1.7,1.7,2880.0,2.0
Closed,1151,High,Chat,Product setup,1st line support,Nicola Wane,2023-01-18 06:48:43,2023-01-19 06:48:43,2023-01-18 06:50:43,2023-01-18 06:50:21.601,Within SLA,2023-01-18 08:03:40.906,Within SLA,7.0,Poor,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,-0.35665,True,0.1,0.1,1440.0,1.0
Closed,1152,Medium,Phone,Pricing and licensing,2nd line support,Adolpho Messingham,2023-01-18 01:34:28,2023-01-20 01:34:28,2023-01-18 01:36:28,2023-01-18 02:56:45.330,SLA Violated,2023-01-18 13:22:04.671,Within SLA,4.0,Average,Ready to use Software,Tier 2,Bulgaria,42.7249925,25.4833039,80.28883333333333,False,0.5,0.5,2880.0,2.0
Closed,1153,Medium,Chat,Purchasing and invoicing,2nd line support,Michele Whyatt,2023-01-18 02:18:40,2023-01-19 02:18:40,2023-01-18 02:20:40,2023-01-18 02:20:37.824,Within SLA,2023-01-19 00:48:35.401,Within SLA,6.0,Good,Ready to use Software,Tier 2,Germany,51.165691,10.451526,-0.03626666666666667,True,0.9,0.9,1440.0,1.0
Resolved,1154,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-01-18 07:25:42,2023-01-20 07:25:42,2023-01-18 08:25:42,2023-01-18 08:25:00.131,Within SLA,2023-01-19 15:14:33.229,Within SLA,2.0,No Feedback,Other,Tier 1,Italy,43.036776,12.678565,-0.6978166666666666,True,1.3,1.3,2880.0,2.0
Closed,1155,Medium,Chat,Feature request,2nd line support,Michele Whyatt,2023-01-18 15:27:11,2023-01-19 15:27:11,2023-01-18 15:29:11,2023-01-18 15:27:12.395,Within SLA,2023-01-19 10:11:08.722,Within SLA,6.0,Average,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973,-1.97675,True,0.8,0.8,1440.0,1.0
Resolved,1156,Medium,Email,Other,2nd line support,Heather Urry,2023-01-18 04:20:21,2023-01-20 04:20:21,2023-01-18 05:20:21,2023-01-18 05:08:17.702,Within SLA,2023-01-18 08:09:36.698,Within SLA,1.0,No Feedback,Training and Consulting Services,Tier 2,France,48.864716,2.349014,-12.054966666666667,True,0.2,0.2,2880.0,2.0
Resolved,1157,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-01-18 22:25:35,2023-01-19 22:25:35,2023-01-18 22:27:35,2023-01-18 22:26:19.753,Within SLA,2023-01-19 03:42:58.960,Within SLA,5.0,No Feedback,Ready to use Software,Tier 1,Greece,39.368279,21.863141,-1.2541166666666668,True,0.2,0.2,1440.0,1.0
Closed,1158,Medium,Chat,Product setup,1st line support,Kristos Westoll,2023-01-18 18:08:37,2023-01-19 18:08:37,2023-01-18 18:10:37,2023-01-18 18:09:33.175,Within SLA,2023-01-18 21:55:18.637,Within SLA,3.0,Average,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675,-1.06375,True,0.2,0.2,1440.0,1.0
Closed,1159,Low,Chat,Product setup,2nd line support,Heather Urry,2023-01-19 19:54:37,2023-01-20 19:54:37,2023-01-19 19:56:37,2023-01-19 19:57:47.885,SLA Violated,2023-01-20 08:53:34.548,Within SLA,6.0,Excellent,Training and Consulting Services,Tier 2,United Kingdom,55.378052,-3.435973,1.1814166666666668,False,0.5,0.5,1440.0,1.0
Resolved,1160,Low,Chat,Pricing and licensing,2nd line support,Michele Whyatt,2023-01-19 09:56:57,2023-01-20 09:56:57,2023-01-19 09:58:57,2023-01-19 09:58:31.828,Within SLA,2023-01-19 21:24:38.855,Within SLA,60.0,No Feedback,Ready to use Software,Tier 2,Italy,43.036776,12.678565,-0.41953333333333337,True,0.5,0.5,1440.0,1.0
In progress,1161,Low,Email,Purchasing and invoicing,2nd line support,Michele Whyatt,2023-01-19 11:56:06,2023-01-21 11:56:06,2023-01-19 12:56:06,2023-01-19 12:55:03.068,Within SLA,0,SLA Violated,2.0,No Feedback,Other,Tier 2,Slovenia,46.1491664,14.9860106,-1.0488666666666666,True,,-1.0,2880.0,2.0
Closed,1162,Medium,Email,Product setup,1st line support,Bernard Beckley,2023-01-19 01:28:08,2023-01-21 01:28:08,2023-01-19 02:28:08,2023-01-19 01:41:57.250,Within SLA,2023-01-20 16:50:02.509,Within SLA,8.0,Excellent,Training and Consulting Services,Tier 1,France,48.864716,2.349014,-46.17916666666667,True,1.6,1.6,2880.0,2.0
Closed,1163,Low,Email,Product setup,1st line support,Kristos Westoll,2023-01-19 02:31:19,2023-01-21 02:31:19,2023-01-19 03:31:19,2023-01-19 02:37:16.105,Within SLA,2023-01-19 23:08:29.754,Within SLA,4.0,Very Poor,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-54.04825,True,0.9,0.9,2880.0,2.0
Closed,1164,Low,Chat,Product setup,1st line support,Sheela Cutten,2023-01-19 08:14:44,2023-01-20 08:14:44,2023-01-19 08:16:44,2023-01-19 10:00:36.696,SLA Violated,2023-01-19 15:09:18.779,Within SLA,5.0,Excellent,Training and Consulting Services,Tier 1,Italy,43.036776,12.678565,103.87826666666666,False,0.3,0.3,1440.0,1.0
Resolved,1165,High,Chat,Product setup,1st line support,Connor Danielovitch,2023-01-19 02:00:02,2023-01-20 02:00:02,2023-01-19 02:02:02,2023-01-19 02:01:24.155,Within SLA,2023-01-21 04:02:43.991,SLA Violated,4.0,No Feedback,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,-0.63075,True,2.1,2.1,1440.0,1.0
Closed,1166,Low,Email,Pricing and licensing,1st line support,Bernard Beckley,2023-01-19 16:07:40,2023-01-21 16:07:40,2023-01-19 17:07:40,2023-01-19 16:27:09.226,Within SLA,2023-01-20 08:34:33.879,Within SLA,10.0,Good,Ready to use Software,Tier 1,Poland,52.536273,19.050639,-40.512899999999995,True,0.7,0.7,2880.0,2.0
Closed,1167,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,2023-01-19 04:01:55,2023-01-20 04:01:55,2023-01-19 04:03:55,2023-01-19 04:02:30.252,Within SLA,2023-01-19 04:21:53.133,Within SLA,3.0,Average,Ready to use Software,Tier 1,Italy,43.036776,12.678565,-1.4124666666666668,True,0.0,0.0,1440.0,1.0
Resolved,1168,High,Email,Other,2nd line support,Michele Whyatt,2023-01-19 18:33:13,2023-01-21 18:33:13,2023-01-19 19:33:13,2023-01-19 18:59:45.491,Within SLA,2023-01-20 14:33:25.698,Within SLA,5.0,No Feedback,Other,Tier 2,Czech Republic,49.8037633,15.4749126,-33.458483333333334,True,0.8,0.8,2880.0,2.0
Closed,1169,Medium,Chat,Product setup,1st line support,Nicola Wane,2023-01-19 17:03:57,2023-01-20 17:03:57,2023-01-19 17:05:57,2023-01-19 17:05:38.874,Within SLA,2023-01-19 21:18:49.040,Within SLA,6.0,Good,Custom software development,Tier 1,Poland,52.536273,19.050639,-0.30210000000000004,True,0.2,0.2,1440.0,1.0
In progress,1170,Medium,Chat,Product setup,1st line support,Bernard Beckley,2023-01-19 02:59:41,2023-01-20 02:59:41,2023-01-19 03:01:41,2023-01-19 03:01:25.458,Within SLA,0,SLA Violated,60.0,No Feedback,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347,-0.25903333333333334,True,,-1.0,1440.0,1.0
In progress,1171,High,Email,Feature request,2nd line support,Michele Whyatt,2023-01-20 08:12:18,2023-01-22 08:12:18,2023-01-20 09:12:18,2023-01-20 11:23:09.594,SLA Violated,0,SLA Violated,2.0,No Feedback,Other,Tier 2,Germany,51.165691,10.451526,130.8599,False,,-1.0,2880.0,2.0
In progress,1172,Low,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-01-20 16:02:00,2023-01-22 16:02:00,2023-01-20 17:02:00,2023-01-20 16:31:24.768,Within SLA,0,SLA Violated,6.0,No Feedback,Ready to use Software,Tier 1,Germany,51.165691,10.451526,-30.5872,True,,-1.0,2880.0,2.0
In progress,1173,Low,Email,Product setup,1st line support,Nicola Wane,2023-01-20 18:26:33,2023-01-22 18:26:33,2023-01-20 19:26:33,2023-01-20 18:51:24.340,Within SLA,0,SLA Violated,3.0,No Feedback,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973,-35.14433333333333,True,,-1.0,2880.0,2.0
Closed,1174,Low,Email,Product setup,1st line support,Bernard Beckley,2023-01-20 16:12:23,2023-01-22 16:12:23,2023-01-20 17:12:23,2023-01-20 16:41:51.920,Within SLA,2023-01-21 20:59:34.703,Within SLA,2.0,Average,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675,-30.517999999999997,True,1.2,1.2,2880.0,2.0
Closed,1175,Medium,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-01-20 18:26:56,2023-01-22 18:26:56,2023-01-20 19:26:56,2023-01-20 18:47:31.128,Within SLA,2023-01-23 09:12:24.840,SLA Violated,4.0,Excellent,Other,Tier 1,Greece,39.368279,21.863141,-39.41453333333333,True,2.6,2.6,2880.0,2.0
In progress,1176,High,Chat,Bug report,2nd line support,Michele Whyatt,2023-01-20 12:41:24,2023-01-21 12:41:24,2023-01-20 12:43:24,2023-01-20 12:42:08.016,Within SLA,0,SLA Violated,6.0,No Feedback,Ready to use Software,Tier 2,Germany,51.165691,10.451526,-1.2664,True,,-1.0,1440.0,1.0
In progress,1177,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-01-20 07:41:43,2023-01-22 07:41:43,2023-01-20 08:41:43,2023-01-20 08:16:18.202,Within SLA,0,SLA Violated,10.0,No Feedback,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675,-25.4133,True,,-1.0,2880.0,2.0
